battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1811,1,0.5,1,0,0,32,1.0,115,6,0,204,1132.0,348.0,17,11,18,1,0,1,0
536,0,2.4,1,12,1,3,0.3,182,7,14,1386,1539.0,284.0,12,9,4,1,1,0,0
864,1,3.0,1,0,1,54,0.7,187,2,1,127,1670.0,1.0,18,2,16,1,1,1,1
1009,1,2.8,1,7,1,2,0.6,115,7,15,267,1841.0,2286.0,19,8,13,1,0,0,1
906,0,2.1,1,7,0,18,0.1,136,2,11,1102,1793.0,1.0,13,8,16,1,0,0,1
506,0,1.6,0,6,1,41,0.8,159,1,7,875,1025.0,1.0,13,10,15,1,0,0,1
1641,0,1.1,0,6,0,48,0.7,97,8,7,224,1994.0,1695.0,13,6,17,1,0,1,1
1720,1,0.7,1,0,0,19,0.1,137,2,3,409,646.0,1.0,13,2,7,0,0,0,0
1979,1,2.9,1,0,1,19,1.0,176,3,9,1331,1532.0,411.0,8,2,2,1,1,1,0
599,1,2.9,0,0,1,64,0.3,186,8,1,103,646.0,1.0,5,3,7,1,0,0,1
1908,0,0.5,0,9,1,30,1.0,111,2,19,140,,,19,17,17,1,0,1,1
934,0,1.1,0,7,0,24,0.8,112,5,12,1111,1463.0,1017.0,12,7,9,0,0,1,0
1848,1,1.4,1,2,1,42,0.7,179,2,10,154,605.0,3902.0,11,9,3,1,0,1,1
902,1,0.6,1,0,0,63,0.7,122,5,14,364,1360.0,1.0,18,8,15,0,1,1,1
1313,1,1.8,1,4,0,9,0.4,105,1,6,416,1308.0,3791.0,11,10,6,0,1,1,1
1656,1,0.5,1,8,1,38,0.1,105,7,17,506,519.0,1499.0,12,8,19,1,0,1,0
563,1,0.5,1,2,1,41,0.9,145,5,6,1263,,2603.0,11,2,9,1,1,0,1
1281,1,2.3,1,0,0,28,0.3,148,1,6,1285,1617.0,,12,1,6,0,1,0,0
1900,1,2.3,0,1,1,18,0.2,89,7,9,1055,1661.0,2871.0,12,1,13,1,1,1,1
652,1,2.4,1,9,1,17,0.7,173,5,11,77,559.0,1.0,12,10,12,1,0,0,1
772,1,1.2,1,7,1,8,0.6,134,7,8,552,1802.0,422.0,7,6,15,1,0,0,0
989,1,1.6,1,11,1,24,0.6,156,8,17,614,679.0,2819.0,16,13,5,1,0,1,1
1849,1,0.5,0,1,0,29,0.5,181,7,12,978,1986.0,3330.0,14,4,15,1,0,1,1
788,0,2.5,1,4,1,57,0.9,91,8,12,42,1161.0,1.0,12,8,6,1,1,1,1
1963,1,1.0,0,16,1,34,0.1,157,2,17,1136,1813.0,,18,2,2,1,0,1,0
771,1,0.5,0,3,0,25,1.0,86,4,6,327,922.0,,12,1,20,0,1,0,0
1958,0,0.5,0,6,1,52,0.4,153,1,14,1524,1848.0,3064.0,7,6,3,1,0,0,1
1433,1,2.3,0,2,1,5,0.1,129,5,11,420,784.0,2132.0,18,15,19,1,0,1,0
737,1,2.4,1,7,0,49,0.6,193,4,16,781,1463.0,1.0,7,0,10,0,1,0,1
1751,0,,1,6,0,8,0.6,178,6,20,170,,1.0,8,6,17,0,0,1,1
1424,0,0.5,1,16,1,23,0.6,80,4,18,1399,1663.0,1053.0,14,11,16,1,1,1,0
1493,0,1.5,1,13,0,53,0.5,102,5,16,240,1414.0,1.0,19,15,20,0,1,1,1
880,0,1.7,0,2,0,6,0.6,198,4,19,632,,3006.0,6,4,3,1,0,0,1
1741,1,1.8,0,0,0,14,0.7,143,8,0,730,1895.0,3387.0,11,3,3,1,0,0,1
947,1,0.5,0,1,1,51,0.1,144,2,15,193,887.0,2915.0,17,1,6,1,1,1,1
1369,1,1.8,1,6,0,34,0.5,162,1,7,553,727.0,3856.0,18,4,18,0,1,1,1
595,0,0.9,1,7,1,23,0.1,121,3,17,441,810.0,3752.0,10,2,18,1,1,0,1
1660,0,0.5,0,2,1,15,0.7,100,8,8,440,569.0,1.0,12,5,9,1,1,0,1
1044,0,1.8,0,4,1,12,0.7,104,6,5,1230,1263.0,1.0,18,7,19,1,1,1,0
594,0,,0,2,1,28,0.1,132,5,3,1011,1263.0,,16,4,4,1,1,1,1
1454,0,1.4,1,8,0,37,0.8,80,8,20,903,910.0,1.0,16,0,19,0,0,0,0
1642,0,0.5,1,16,1,8,0.3,171,6,17,129,873.0,1.0,13,4,17,1,0,1,1
950,0,0.5,0,6,1,55,0.1,124,8,7,86,1681.0,1305.0,6,5,4,1,0,1,0
596,0,1.4,0,8,0,46,0.6,165,1,18,953,984.0,2505.0,15,4,15,1,1,0,0
912,0,0.7,0,3,0,47,0.9,182,3,6,724,794.0,1321.0,7,2,6,0,1,1,0
1579,1,0.5,1,0,0,5,0.2,88,7,9,1358,1739.0,3532.0,17,11,12,0,0,1,1
1528,1,1.8,1,3,1,55,0.8,129,5,6,454,1762.0,1.0,11,9,11,1,1,1,0
793,1,2.8,1,1,1,64,0.4,179,4,2,818,1006.0,,12,0,5,1,1,0,1
765,0,2.9,0,0,1,18,0.1,153,7,0,6,793.0,1066.0,11,1,16,1,1,0,0
1829,0,1.7,0,0,0,36,0.8,112,5,1,291,563.0,,11,4,7,0,0,0,0
659,0,2.7,0,6,1,6,0.5,110,3,7,1054,1929.0,,15,5,2,1,0,1,0
1219,0,1.6,1,5,0,4,0.3,169,6,7,1419,,1998.0,9,2,4,0,0,0,1
1447,1,2.5,1,2,0,9,0.2,155,8,16,737,,1.0,12,11,8,0,0,0,0
1986,0,,1,3,1,51,0.1,165,8,20,282,,1614.0,17,12,3,1,1,1,0
860,1,1.6,1,13,0,48,0.5,187,7,18,335,1463.0,1.0,17,2,18,1,0,0,0
745,1,0.6,1,5,0,35,0.8,102,8,10,89,1538.0,,14,1,16,1,1,0,0
946,1,1.4,0,9,0,26,0.1,186,6,10,273,,,7,3,6,1,0,1,0
1753,0,1.2,0,8,1,12,0.9,113,7,17,387,1595.0,1445.0,17,16,12,1,1,1,0
596,0,2.1,1,9,0,64,0.8,111,8,15,885,1854.0,3238.0,16,13,10,0,0,0,1
1974,0,0.5,1,9,0,10,0.8,145,6,12,530,1496.0,1433.0,6,1,17,0,0,0,0
1356,0,2.8,0,0,0,29,0.5,198,6,0,1612,1983.0,3702.0,17,0,19,0,0,0,1
781,0,1.1,0,2,0,38,0.4,198,5,7,304,,1.0,13,8,5,0,0,1,1
687,1,1.3,0,9,1,50,0.6,151,4,20,584,1151.0,,14,6,8,1,1,0,1
966,1,0.6,0,9,1,50,0.2,117,4,10,1446,1754.0,2574.0,10,1,5,1,0,1,1
1367,0,2.9,0,4,0,56,0.8,176,2,6,36,642.0,299.0,6,2,10,0,1,0,0
922,0,1.5,1,1,1,35,0.9,188,7,15,1016,1383.0,1165.0,19,6,4,1,1,1,1
767,0,1.5,0,4,0,28,0.7,175,4,10,344,1517.0,1.0,10,0,15,0,1,0,0
645,0,1.2,0,6,1,41,0.7,184,8,17,741,1130.0,1.0,18,2,13,1,1,0,0
878,1,1.3,0,13,1,31,0.5,153,4,18,575,618.0,3497.0,9,7,11,1,1,0,1
1589,0,2.6,0,9,0,46,0.4,84,3,16,618,940.0,1.0,11,9,20,1,1,0,1
895,0,0.5,1,6,0,16,0.3,164,8,14,126,1575.0,3122.0,7,0,4,0,0,1,1
774,0,0.5,1,2,1,10,0.5,188,2,9,1480,1731.0,1.0,8,6,2,1,1,1,1
1512,0,0.9,0,4,1,46,0.1,145,5,5,336,670.0,1.0,18,10,19,1,1,1,0
1478,1,0.8,1,12,0,48,0.7,99,5,17,694,882.0,1141.0,5,2,6,0,0,1,0
672,1,0.6,1,13,0,180,0.1,350,5,20,724,1127.0,1457.0,14,10,20,1,0,1,1
879,1,2.5,0,11,1,14,0.7,83,6,15,403,1105.0,349.0,16,10,2,1,0,1,0
728,0,2.7,1,0,0,25,0.2,88,4,1,526,1529.0,2039.0,5,1,12,1,1,1,0
503,0,2.5,0,3,0,57,0.6,185,6,11,778,1291.0,1.0,11,8,16,0,0,1,0
1578,0,2.9,0,8,0,3,0.9,200,1,20,342,670.0,1.0,17,4,16,1,0,0,1
1619,1,0.9,0,3,0,20,0.9,117,6,9,813,1180.0,464.0,7,5,16,1,0,1,0
664,0,1.5,0,5,1,6,0.9,164,2,19,1076,1472.0,3774.0,11,5,18,1,0,0,1
753,1,,0,11,1,48,0.1,121,8,20,606,1316.0,3484.0,11,10,16,1,0,0,1
1945,0,1.6,0,4,0,21,0.7,113,3,10,280,895.0,3015.0,6,1,15,0,0,0,1
868,1,0.9,0,5,0,5,0.4,137,4,7,40,1311.0,1.0,13,0,2,0,0,1,0
1148,0,2.3,1,0,1,58,0.3,170,5,20,606,688.0,1.0,10,7,11,1,0,0,1
1188,1,1.4,1,0,1,9,0.6,114,2,0,1339,1558.0,2896.0,12,11,16,1,0,1,1
1813,1,0.6,1,0,1,5,0.2,198,3,8,338,1306.0,759.0,9,3,14,1,1,0,0
1503,1,0.7,0,10,1,43,0.2,166,4,14,841,1304.0,2122.0,15,1,2,1,0,0,1
1875,1,0.5,1,11,1,55,0.7,91,1,17,1802,1942.0,2712.0,7,2,6,1,0,1,1
1310,0,2.3,1,3,0,15,0.2,150,5,11,954,970.0,2518.0,18,17,5,0,1,1,1
1588,1,2.5,0,12,1,4,0.3,148,5,20,146,822.0,2506.0,5,3,11,1,0,0,1
1219,0,1.0,1,0,0,17,0.7,196,5,4,473,1022.0,705.0,11,3,6,0,1,1,0
1778,0,1.4,1,3,1,45,1.0,132,4,17,88,516.0,1624.0,15,13,9,1,1,0,0
1866,0,1.4,0,0,0,30,0.5,182,3,0,108,1781.0,3834.0,16,11,8,0,0,0,1
1918,0,1.9,0,2,0,10,0.6,110,5,10,1170,1543.0,1717.0,7,1,16,1,1,1,1
1444,0,0.6,0,2,0,48,0.5,82,5,17,1092,1554.0,,17,2,15,1,1,1,1
1277,0,3.0,0,0,1,41,0.3,200,4,3,902,1090.0,429.0,9,4,14,1,1,1,1
1723,1,1.0,0,1,1,7,0.6,126,3,17,384,1361.0,1213.0,5,0,16,1,1,1,0
1619,1,,0,2,1,21,0.4,138,1,9,46,562.0,1.0,7,2,13,1,0,0,0
1936,1,,1,13,1,34,0.2,182,7,14,591,1089.0,1671.0,6,1,9,1,0,1,1
1775,1,1.5,0,3,0,41,0.1,163,1,7,1633,1869.0,1.0,19,13,14,1,1,1,1
1883,1,0.5,0,3,1,10,0.3,146,6,13,836,1739.0,2600.0,16,8,20,1,0,0,1
1610,1,2.9,0,7,1,64,0.9,181,4,12,1236,1280.0,941.0,8,4,9,1,1,0,0
1039,1,2.7,0,11,0,56,0.3,125,8,13,497,618.0,3105.0,14,8,5,0,1,1,1
1895,0,0.5,0,2,1,5,0.7,134,1,11,725,1335.0,774.0,15,4,6,1,1,0,0
1546,1,0.5,1,3,1,6,0.2,101,1,4,91,1317.0,3521.0,15,11,9,1,0,0,1
1082,0,2.3,1,11,0,2,1.0,101,4,20,398,724.0,1.0,12,2,17,0,1,0,0
1220,0,2.9,0,3,0,62,0.5,125,4,8,403,1933.0,1.0,19,11,15,1,1,1,1
1762,0,0.7,0,7,0,60,0.1,157,4,10,643,790.0,1380.0,14,5,14,1,0,0,0
645,0,0.5,0,1,0,41,1.0,197,7,10,327,580.0,2962.0,12,9,4,1,1,1,1
969,0,2.4,0,0,0,45,0.3,124,7,0,491,,1.0,18,5,19,1,0,1,0
1283,1,1.6,1,4,0,47,0.9,93,5,5,372,692.0,1.0,9,6,17,1,1,0,1
1866,0,0.5,0,13,1,52,0.7,185,1,17,356,563.0,,14,9,3,1,0,1,0
668,0,0.5,1,0,0,3,0.1,155,5,13,666,1203.0,1.0,9,5,8,1,1,1,1
1701,1,1.6,1,3,0,10,0.3,194,8,7,550,,2598.0,12,9,6,0,1,0,1
1071,0,2.6,0,0,0,49,0.3,199,4,5,1328,1970.0,3393.0,6,5,7,1,0,0,1
1854,0,3.0,0,2,1,8,0.1,101,5,5,506,627.0,1886.0,17,4,20,1,1,0,0
1961,1,1.5,0,10,0,55,0.5,100,7,20,861,1888.0,2355.0,14,7,6,1,1,1,1
1878,1,0.5,0,9,0,29,0.6,85,8,19,210,1026.0,1334.0,18,7,2,0,0,0,0
1660,0,,0,2,1,24,0.8,169,2,3,223,1777.0,2402.0,12,10,14,1,1,1,1
1318,1,2.4,0,1,1,45,0.1,136,2,7,183,,755.0,18,3,9,1,0,1,0
1799,0,1.0,0,1,1,30,0.6,123,3,9,617,1386.0,445.0,10,8,10,1,1,0,0
1910,1,1.7,0,0,0,34,0.6,115,2,0,985,,309.0,8,4,10,0,0,1,0
1715,0,2.6,1,9,1,15,0.6,120,6,20,114,1849.0,1.0,16,2,4,1,1,0,0
1204,1,2.6,0,0,0,10,0.3,199,7,3,480,1482.0,1724.0,11,2,19,1,0,0,0
999,0,1.7,0,6,0,49,0.6,132,1,17,608,1970.0,1598.0,7,0,8,0,1,0,0
989,1,0.7,0,13,1,51,0.4,132,3,15,670,804.0,2349.0,10,1,20,1,0,1,0
1358,0,1.7,0,0,0,60,0.6,147,3,1,889,,440.0,14,10,13,1,0,0,0
819,1,2.5,1,0,1,11,0.2,83,8,1,438,822.0,1094.0,10,5,15,1,0,0,0
1452,1,0.5,1,1,1,25,0.9,123,6,11,42,1040.0,1.0,12,10,13,1,0,0,1
888,0,2.6,1,2,1,33,0.4,198,2,17,327,1683.0,3407.0,12,1,20,1,0,0,1
1831,0,1.4,1,2,0,43,0.9,150,5,5,611,1381.0,3834.0,17,7,13,1,1,1,1
1100,1,1.6,0,12,0,15,0.1,112,8,14,919,1344.0,1.0,12,2,16,1,1,1,0
688,0,2.5,1,0,0,57,0.8,131,7,3,426,,3745.0,17,1,4,0,1,0,1
1086,1,1.7,1,0,1,43,0.2,111,6,1,56,1150.0,1.0,11,5,17,1,1,0,1
731,1,0.5,1,0,1,28,0.5,130,8,0,424,1032.0,1.0,12,8,10,1,0,0,0
1004,0,,1,0,1,30,1.0,160,8,1,62,581.0,,7,4,13,1,1,1,1
1127,1,,1,5,1,57,0.8,163,1,13,928,1049.0,,11,5,17,1,1,1,0
683,1,2.1,0,7,0,30,0.1,197,7,8,927,1135.0,2066.0,9,0,15,0,0,0,0
1520,0,0.5,0,1,1,24,0.7,199,5,8,109,1909.0,,13,3,4,1,0,1,1
640,0,1.3,1,5,1,6,0.6,143,8,20,976,1353.0,2711.0,15,7,8,1,1,0,1
1760,0,1.4,1,5,0,63,0.8,127,8,19,1382,1383.0,2053.0,19,12,16,0,1,0,1
1134,1,0.9,0,2,1,13,0.4,92,4,19,18,903.0,3632.0,17,8,19,1,1,0,1
1807,0,2.0,1,0,1,13,0.5,155,8,0,970,,323.0,9,3,3,1,1,1,0
730,0,2.1,1,0,1,4,0.1,89,8,2,302,1247.0,1210.0,19,15,4,1,1,1,1
1036,1,2.4,0,0,0,39,0.2,119,7,3,373,926.0,,10,7,2,0,1,0,0
936,0,1.0,0,1,0,18,0.2,153,3,18,1330,1686.0,1.0,12,6,3,1,1,1,1
928,1,0.5,1,11,0,56,0.7,80,8,13,221,1243.0,666.0,19,10,5,0,1,0,0
1429,0,0.6,0,8,0,42,0.9,151,5,9,670,1552.0,1.0,6,1,16,1,0,0,0
771,0,2.9,0,2,0,62,0.7,106,1,8,1709,1781.0,1628.0,9,3,6,0,1,0,0
842,1,1.8,1,4,0,57,1.0,124,3,10,348,730.0,1903.0,8,4,14,0,1,0,0
1387,0,0.5,0,0,1,61,0.5,98,3,0,785,1151.0,629.0,5,3,11,1,1,0,0
733,0,2.1,0,5,1,7,0.2,174,7,10,445,1409.0,,15,8,2,1,1,0,0
1342,0,1.0,0,0,1,31,0.6,86,7,1,991,1638.0,2746.0,15,5,10,1,1,0,1
1027,0,0.5,0,2,1,64,0.9,103,2,7,1698,1747.0,3786.0,17,12,12,1,0,0,1
1407,0,1.8,1,5,1,16,0.2,170,4,6,925,,1068.0,6,0,8,1,1,0,0
1216,0,3.0,0,4,0,47,0.4,199,3,7,1852,1967.0,1.0,13,5,4,0,1,1,1
695,0,0.5,0,18,1,12,0.6,196,2,19,1649,1829.0,2855.0,16,13,7,1,1,1,1
1592,0,2.1,0,6,1,50,0.1,181,2,17,510,522.0,1.0,19,8,7,1,0,0,0
688,1,2.5,0,9,0,40,0.2,109,5,20,376,1957.0,1382.0,12,7,8,0,1,0,0
1290,0,0.5,0,0,0,3,0.1,143,6,4,600,1109.0,1.0,9,8,15,0,1,1,0
1343,0,2.4,1,5,1,14,0.9,81,8,10,1063,1205.0,462.0,18,7,11,1,1,1,0
917,1,0.5,0,1,1,31,0.5,88,6,2,423,909.0,1.0,19,2,13,1,1,0,1
841,1,0.5,1,8,0,39,0.1,199,6,13,546,828.0,2942.0,11,5,16,0,1,1,1
1375,1,1.3,1,2,0,12,0.1,105,1,13,898,1687.0,1.0,17,1,12,0,0,0,1
1519,0,2.1,0,0,0,32,0.7,200,1,10,168,1239.0,2912.0,11,10,15,1,1,0,1
1180,1,2.5,0,0,1,27,0.1,90,6,1,168,540.0,348.0,7,5,19,1,1,1,0
1907,0,2.0,0,13,0,55,0.9,105,7,15,713,1513.0,286.0,14,4,17,1,0,1,1
970,1,1.3,1,5,0,59,0.2,84,7,19,1765,1786.0,3675.0,12,0,12,0,0,0,1
1262,0,1.8,1,12,0,34,0.1,149,5,16,223,737.0,3248.0,13,3,4,0,1,1,1
1006,0,2.2,1,4,1,22,0.8,135,4,8,35,991.0,909.0,18,4,7,1,0,1,0
1731,1,1.4,1,4,1,4,0.5,163,6,18,809,1988.0,1.0,5,1,4,1,1,1,1
652,0,0.5,1,1,0,58,0.6,142,3,2,464,781.0,565.0,18,12,9,0,0,1,0
1681,1,2.5,0,2,0,11,0.4,158,2,13,195,1205.0,1.0,12,6,16,0,1,1,0
1735,1,1.9,1,0,1,59,0.7,148,6,0,137,846.0,,6,1,9,1,1,0,1
1269,1,1.3,0,14,0,52,0.8,118,2,15,1597,1920.0,665.0,18,5,5,0,0,0,1
1456,0,1.6,1,9,1,39,0.1,80,8,10,815,1666.0,3998.0,6,3,13,1,1,0,1
703,1,2.7,0,12,1,30,0.3,113,1,20,218,1065.0,1472.0,14,7,7,1,0,0,0
1686,1,2.8,1,3,0,38,0.1,166,4,4,397,1453.0,2958.0,14,11,2,0,0,0,1
914,1,,0,1,1,60,0.9,198,5,4,740,840.0,3736.0,14,8,5,1,0,0,1
793,1,,1,0,1,43,0.3,124,8,2,15,1196.0,1.0,11,9,3,1,1,1,0
1168,0,1.3,0,9,0,61,0.1,90,8,10,159,1578.0,3173.0,9,4,17,0,0,1,1
744,0,1.7,1,0,1,33,0.5,105,4,2,1252,1963.0,2700.0,9,3,19,1,0,0,1
727,1,1.5,0,0,1,32,1.0,131,7,1,813,1377.0,1891.0,19,13,7,1,0,1,0
1263,1,2.0,0,0,0,5,0.4,146,6,3,954,1609.0,1.0,9,6,4,1,1,1,1
1158,0,0.7,1,1,1,29,0.7,123,2,20,311,1796.0,1542.0,17,9,15,1,0,1,0
972,1,2.7,1,1,0,5,1.0,126,4,2,687,816.0,1.0,12,7,19,1,0,1,1
1420,0,2.8,1,1,0,50,0.1,100,8,8,194,1393.0,1.0,17,1,17,0,1,1,0
1467,1,0.5,0,0,0,18,0.6,122,5,0,888,1099.0,1.0,15,11,5,1,1,1,1
961,1,1.5,1,10,0,51,0.3,152,6,16,554,621.0,1.0,15,6,7,1,1,1,1
1944,1,0.5,0,5,1,36,0.1,197,6,18,1060,1970.0,584.0,17,14,13,1,1,0,0
1331,1,1.6,0,0,0,16,0.5,165,2,7,1109,1226.0,1.0,13,5,20,1,0,1,0
825,1,1.5,0,11,0,38,0.4,94,3,18,540,783.0,716.0,11,4,14,0,1,0,0
999,0,2.9,1,11,1,64,0.2,199,4,19,1397,1616.0,2593.0,14,11,16,1,1,0,1
851,0,0.5,0,3,0,21,0.4,200,5,7,1171,1263.0,1.0,12,7,10,1,0,1,0
805,0,0.8,0,1,0,34,0.6,88,6,2,1262,1538.0,1.0,18,11,9,1,0,1,1
1953,1,2.1,1,7,0,56,0.1,158,8,9,555,764.0,2334.0,11,5,4,1,0,0,1
1976,1,0.7,1,4,0,32,0.8,171,2,7,1301,1922.0,1.0,17,11,13,0,1,1,1
648,1,1.8,0,1,1,60,0.1,195,4,4,931,1811.0,1.0,10,3,4,1,0,0,0
1156,1,,1,1,1,30,0.9,173,3,16,945,1913.0,2735.0,16,15,13,1,0,1,1
1811,1,2.5,0,4,1,5,0.6,98,4,16,447,568.0,2700.0,13,7,8,1,1,1,1
1373,1,1.0,1,2,0,50,0.2,127,7,12,105,673.0,3800.0,8,3,14,1,0,0,1
1442,0,2.2,0,0,1,56,0.7,145,5,3,1626,,1513.0,11,8,7,1,1,0,1
1708,0,0.8,0,8,1,14,0.9,197,4,16,263,1345.0,1247.0,19,16,16,1,0,0,0
972,1,1.7,0,0,1,54,0.7,107,3,4,681,1050.0,,16,8,19,1,0,1,0
659,0,2.2,0,0,1,24,0.7,151,8,2,924,1877.0,3925.0,8,1,10,1,1,1,1
1361,1,1.4,0,1,0,47,1.0,169,5,2,881,1382.0,2495.0,8,7,16,0,0,1,1
1281,1,2.8,1,3,1,8,0.3,144,4,19,590,954.0,1.0,8,2,9,1,1,0,0
1414,1,2.2,1,0,1,49,0.5,101,4,1,130,,2290.0,13,0,12,1,1,0,0
598,0,2.3,1,7,0,21,0.7,196,2,10,680,1173.0,3293.0,8,4,7,1,0,1,1
740,0,1.8,0,1,0,12,0.2,123,1,11,935,1147.0,1.0,7,6,19,0,1,1,0
1384,1,2.8,1,15,0,60,0.1,82,3,18,983,1210.0,1221.0,18,12,15,1,0,1,0
1709,1,0.8,0,8,1,58,0.8,136,2,10,956,1292.0,1781.0,18,3,17,1,0,0,1
1110,0,1.5,0,4,1,41,0.1,152,3,16,800,1455.0,2572.0,16,5,16,1,0,1,1
1261,1,0.5,1,0,1,11,0.2,90,4,0,858,1591.0,1.0,14,9,14,1,0,1,0
615,1,0.5,1,0,0,42,0.6,163,6,4,104,1664.0,2211.0,7,4,18,0,0,1,0
1986,0,0.5,0,7,0,51,0.4,95,3,9,342,774.0,3165.0,5,0,13,1,0,0,1
1885,0,,1,12,1,14,0.6,92,4,15,1406,1517.0,1.0,9,6,16,1,0,1,1
554,1,1.3,0,0,0,12,0.1,105,6,10,85,806.0,1.0,10,7,4,0,1,1,1
664,0,1.2,1,0,0,28,0.9,106,5,5,754,,1.0,17,15,19,1,1,0,0
852,0,,1,5,1,8,0.8,160,5,9,683,1349.0,315.0,7,6,20,1,0,0,0
1488,0,0.5,0,1,0,39,0.8,112,5,6,1528,1647.0,3054.0,14,10,19,0,0,0,1
709,0,1.9,0,11,1,13,0.1,81,8,15,570,1422.0,467.0,17,11,5,1,1,1,0
1052,0,0.9,0,1,0,6,0.8,195,4,16,1191,1839.0,1.0,6,1,11,0,0,1,0
1944,1,1.8,1,0,1,31,0.8,87,4,10,1111,1362.0,,7,3,8,1,0,0,1
1965,0,0.5,0,6,1,4,1.0,84,7,9,977,1660.0,3535.0,17,0,16,1,1,1,1
1578,0,1.9,1,2,1,37,0.1,138,4,19,411,1226.0,1.0,19,16,3,1,0,1,1
848,1,2.1,1,10,1,19,0.8,148,7,18,176,1029.0,,10,0,14,1,0,0,1
994,0,1.2,1,4,0,40,0.9,164,2,17,296,839.0,3104.0,17,7,11,0,0,0,1
1982,1,1.6,0,2,1,12,0.2,80,5,20,287,593.0,1824.0,13,3,14,1,1,1,0
1982,0,1.1,0,12,0,24,0.1,129,7,16,764,1873.0,3511.0,16,14,15,1,1,1,1
539,1,0.6,1,9,0,21,0.1,145,7,14,551,599.0,3597.0,14,5,9,0,0,0,1
625,0,2.7,1,2,0,42,0.8,138,8,3,203,1771.0,2929.0,10,4,17,1,0,0,1
840,0,0.9,1,6,0,33,0.7,150,6,7,1482,1591.0,1.0,10,8,19,0,1,0,1
708,1,2.7,1,0,1,63,1.0,195,8,7,78,654.0,,6,5,7,1,1,1,0
1994,1,0.7,0,5,0,5,0.4,189,2,7,86,1546.0,,12,11,18,1,0,0,1
1410,1,,1,0,1,15,0.3,92,3,1,192,1311.0,1.0,18,4,18,1,1,0,1
560,0,0.5,0,14,0,23,1.0,146,8,15,356,,2360.0,17,16,18,0,1,1,0
1496,1,1.3,1,0,1,6,0.5,85,3,9,549,1383.0,3571.0,16,1,11,1,1,1,1
718,0,2.8,0,10,0,59,0.8,113,6,13,1185,1387.0,1824.0,11,9,3,1,1,0,1
1407,1,2.4,0,1,1,22,0.7,104,4,4,1172,1217.0,1.0,9,7,13,1,0,1,1
1783,0,2.9,1,2,0,42,0.7,104,6,8,1081,1979.0,,14,5,3,0,1,0,0
663,0,0.8,1,0,0,25,0.6,183,2,1,82,1605.0,3176.0,6,2,2,1,0,1,1
627,0,1.8,0,2,0,20,0.8,142,3,8,211,507.0,896.0,17,6,14,0,0,0,0
1020,0,1.5,0,13,1,7,0.7,96,3,18,870,1613.0,1142.0,13,9,8,1,0,1,1
681,0,0.5,1,12,1,17,0.9,194,5,19,371,1702.0,2548.0,6,1,5,1,0,1,1
946,1,2.6,1,17,0,5,0.1,166,3,20,1698,1771.0,3720.0,15,7,4,0,1,0,1
728,0,1.7,1,0,1,5,0.6,101,2,20,584,775.0,834.0,16,0,5,1,1,0,0
815,0,2.0,1,4,0,51,0.3,85,6,12,982,1291.0,3469.0,5,4,6,1,0,1,1
1929,1,0.5,1,0,1,19,1.0,163,6,2,349,1051.0,1913.0,12,7,6,1,1,0,0
1083,1,2.9,1,1,1,39,1.0,173,8,2,523,542.0,3248.0,8,6,6,1,0,1,1
1527,0,2.7,0,10,1,60,0.1,154,5,14,526,1116.0,1.0,5,3,11,1,1,1,1
1479,1,1.8,1,0,1,24,0.1,146,6,0,327,645.0,3762.0,12,10,5,1,0,0,1
1322,0,1.7,1,6,0,7,0.8,140,3,9,177,1990.0,1.0,19,17,12,0,1,0,0
726,0,2.2,0,0,1,40,0.8,94,4,20,323,978.0,1342.0,16,11,4,1,1,1,1
1567,0,2.1,1,3,0,22,0.8,153,3,19,190,1326.0,1.0,15,2,10,1,0,0,1
894,0,0.7,0,2,1,58,0.1,123,2,3,158,747.0,3305.0,12,7,2,1,0,0,1
1970,1,0.5,1,0,1,15,1.0,132,2,0,1399,1684.0,1658.0,15,9,20,1,1,1,1
915,0,2.0,0,8,1,31,0.3,91,3,20,875,1316.0,378.0,11,6,9,1,1,0,0
1319,1,,0,3,1,41,0.9,107,1,18,85,1152.0,2227.0,18,5,3,1,1,1,1
712,1,0.5,1,3,1,35,0.2,84,2,10,558,1208.0,2190.0,16,12,4,1,1,1,0
1935,0,0.5,0,0,1,29,0.6,124,5,9,806,860.0,1.0,9,2,6,1,0,1,0
1379,0,0.5,1,1,0,19,0.3,134,8,17,387,671.0,3912.0,11,2,19,0,1,1,1
1515,1,2.1,1,4,1,24,0.9,176,5,6,747,1247.0,3104.0,6,5,20,1,0,0,1
1794,1,0.5,1,5,1,55,0.5,86,7,7,43,627.0,402.0,14,7,14,1,0,1,0
1348,0,,0,0,0,43,0.4,116,5,6,204,501.0,3914.0,10,3,8,1,0,1,1
1796,0,1.6,1,5,0,7,0.1,101,4,6,667,798.0,1.0,9,4,3,0,1,1,0
1862,0,1.5,0,1,0,62,1.0,182,1,2,386,1046.0,1017.0,11,3,9,1,0,0,0
1944,1,0.5,0,1,1,26,0.5,92,4,9,313,712.0,1.0,19,8,7,1,0,1,1
1417,1,2.7,0,2,1,56,0.9,114,6,4,494,,1.0,11,3,6,1,0,1,0
1832,0,0.7,0,2,0,2,0.6,90,7,6,186,,1.0,18,7,18,0,0,0,1
